Scenario,Replication,Model,RMSE,MAE,CRPS,Coverage,AIW,FitSeconds,IterationsUsed,EarlyStopped,final_negELBO,tail_negELBO_mean,tail_negELBO_sd,tail_slope,tail_relative_slope,tail_cv,tail_grad_median,tail_grad_p90,tail_n,Alpha_RMSE,Alpha_R2,Delta_RMSE,Delta_R2,Phi_RMSE,Phi_R2,Corr_Frobenius_RelErr,Corr_OffDiag_R
1,1003,Sparse Variational GP,0.517033307365959,0.3865746617549274,0.2570587961866625,0.9375,1.6831905145198682,2.6041586240000925,900,1,59.61475601805259,60.24676823913818,0.5364374956698184,-0.0060336935970475,-0.0001001496640134,0.0089040045026236,2.176416439054534,2.8247077366836977,300,,,,,,,,
1,1003,Stationary Skew-t Neural Model,0.42465486314589,0.2389455312252141,0.2149791574413805,1.0,2.191231992120257,4.657812533999959,600,1,1834.8017058060395,1868.718934286944,49.138608639553205,-0.1355239663988639,-7.25223916300588e-05,0.0262953447615723,761.2370602855992,3579.824313126022,300,,,,,,,,
1,1004,Gaussian Neural Model,0.3050348617378492,0.1924710403337625,0.1540118843886169,1.0,1.504242969292297,2.537422045999961,500,1,1658.182211828678,1691.7308460627105,42.19028095426082,-0.3489533876286251,-0.0002062700390199,0.0249391214048341,201.23955115936008,958.7675315498952,300,,,,,,,,
1,1004,Proposed Adaptive NSST-BNF,0.2499250468384724,0.1555001630901791,0.1084218242738294,1.0,1.2802549994591392,15.376869195999916,800,1,2235.2976658770617,2257.475257243875,27.53723931505179,-0.288468342406683,-0.0001277836120156,0.0121982463491855,104.45229074851125,432.0117627605996,300,,,,,,,,
1,1004,Sparse Variational GP,0.2761245113775309,0.2055521923843123,0.1561383220541438,1.0,1.7215550746881667,2.0634659219999776,700,1,66.50284245395616,67.5837035882763,0.7708658514293681,-0.0087501132326283,-0.0001294707565293,0.0114060906772069,6.590048310066775,130.98387639840016,300,,,,,,,,
1,1004,Stationary Skew-t Neural Model,0.3140998108554781,0.1962910514455066,0.1571603483424927,1.0,1.5858232378705963,3.859194128000013,500,1,1681.527177209487,1716.9131235932352,39.37504501916144,-0.3318338933812276,-0.0001932735493842,0.0229336269133731,233.35152153663935,987.8455095185576,300,,,,,,,,
1,1005,Gaussian Neural Model,0.2665467152113807,0.1470285110424804,0.121597097986913,0.9375,1.1023138162927013,3.0542088840001043,600,1,1540.5053314909735,1557.9749906808015,24.129814483565227,-0.1213229103976395,-7.787218095498696e-05,0.0154879344199363,97.91809172125514,327.6558235243086,300,,,,,,,,
1,1005,Proposed Adaptive NSST-BNF,0.2035181063075895,0.1212242161078524,0.1002051860939525,1.0,1.420525723300757,16.392030552999586,800,1,2149.0285532140774,2183.233386905113,23.69178229755129,-0.21962303642681,-0.0001005953086573,0.010851694756801,88.0255472904162,257.18439883772345,300,,,,,,,,
1,1005,Sparse Variational GP,0.4955401323912388,0.2719630254050232,0.2125861655848501,0.9375,1.4815287227120828,2.404913972999907,900,1,56.9895826725935,57.61743855465977,0.5737622874729539,-0.0063730967649183,-0.0001106105534155,0.0099581359717793,2.384886748449856,3.147455072968528,300,,,,,,,,
1,1005,Stationary Skew-t Neural Model,0.2591467501952596,0.1382467324251818,0.1197449509747699,0.9375,1.1476907435714645,3.775953258999948,500,1,1554.3632401014522,1578.2960034364194,31.76888017413384,-0.2591830350580832,-0.0001642170001658,0.020128594449307,100.7241925140071,426.32154134648505,300,,,,,,,,
1,1006,Gaussian Neural Model,0.6184427869300457,0.3848110285654165,0.2752775425477483,0.9375,1.518546782381106,3.1307403700000123,600,1,1876.100146587718,1878.8756369294651,48.37200070766147,-0.1113768312590066,-5.927844774283363e-05,0.0257451849163965,875.1845438899409,3715.549203622223,300,,,,,,,,
1,1006,Proposed Adaptive NSST-BNF,0.6108003400863941,0.3266644847256224,0.2313946645652388,0.9375,1.348346006458637,12.802527698000176,700,1,2534.1308240931144,2582.980736990523,46.60801785095751,-0.2667027937035652,-0.0001032538841208,0.0180442762051959,1040.6926226472028,3990.341045916959,300,,,,,,,,
1,1006,Sparse Variational GP,0.5074534662683224,0.303237214073614,0.2248093793715457,1.0,1.913582933812886,2.480213956000057,900,1,71.22428941009632,72.11653731804228,0.7864765580459049,-0.0086644551739909,-0.000120145191328,0.0109056339543514,5.3328514961925535,101.1091526642424,300,,,,,,,,
1,1006,Stationary Skew-t Neural Model,0.6276657627694916,0.3917122220864745,0.2797952746893588,0.9375,1.5637993587461885,4.159190373000001,500,1,2064.723410718664,1897.7045903842725,39.26612185712391,-0.2520973957904211,-0.0001328433292872,0.0206913773914478,1057.9194806653113,3475.2609512953154,300,,,,,,,,
